OTU,Accession,Phylum,Class,Order,Family,Genus
Otu00247,AF028349.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00248,AJ315487.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00249,AJ400256.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00250,AF104839.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu00251,EF445166.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00252,AM277638.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00253,AY212660.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00254,AF028349.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00255,AF157058.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00256,AJ404681.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00257,AY212660.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00258,AB233029.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00259,AJ413954.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00260,AJ404681.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00261,AJ400256.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00262,AF157058.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00263,AY244908.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00264,EF445289.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00265,DQ455857.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00266,AY212660.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00267,AY169428.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00268,AF371593.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00269,AM277638.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00270,AJ408969.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00271,X71855.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00272,X71855.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00273,AJ315487.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00274,AY442822.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00275,AF432140.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00276,AJ408979.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00277,AF132264.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00278,AF132261.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00279,X81125.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00280,AY028925.1,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus
Otu00281,AF275916.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00282,AY244908.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00283,AY244910.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00284,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00285,AJ550617.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Otu00286,AB030218.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00287,AY212771.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00288,AY244949.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00289,AF371552.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00290,EF603070.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00291,AY491543.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,Family_XIII_Incertae_Sedis_unclassified
Otu00292,AB233029.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00293,AF481221.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00294,AF371593.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00295,AY442822.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00296,AF132257.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00297,AF157051.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00298,AF371593.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00299,AF371552.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00300,AF275916.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00301,AY212772.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00302,DQ905423.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00303,AF371552.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00304,AY212660.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00305,AJ404681.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00306,AY138231.1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu00307,AY244949.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00308,AF104839.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00309,AF157052.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00310,AJ488075.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00311,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu00312,AB118593.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,uncultured
Otu00313,AM277638.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00314,AF030446.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00315,AY442822.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00316,AF132267.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00317,AY239456.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00318,Y18184.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00319,AY212772.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00320,U81642.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00321,AJ576369.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00322,AF371628.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00323,AF129866.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00324,Y18185.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00325,AB233029.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00326,EF602918.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00327,DQ673514.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00328,AM277638.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00329,AY030321.1,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Otu00330,AF371552.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00331,AJ408999.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00332,AM277638.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00333,EF602918.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00334,AJ400256.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00335,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00336,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00337,AY136666.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00338,AF292374.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00339,AF371655.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00340,AJ270484.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00341,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00342,AF432140.1,Firmicutes,Mollicutes,RF9,RF9_unclassified,RF9_unclassified
Otu00343,AJ404681.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00344,AF499906.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00345,AF157058.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00346,DQ904772.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00347,AF031479.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00348,AB118593.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00349,Y18184.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00350,AY518589.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu00351,EF025906.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00352,AJ404681.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00353,X95624.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00354,AJ408969.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00355,AB089009.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00356,AF157051.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00357,AJ408969.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00358,AF499908.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00359,AY442822.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00360,AB034147.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00361,AY491543.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,Family_XIII_Incertae_Sedis_unclassified
Otu00362,AJ270484.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00363,AJ408991.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00364,DQ673514.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00365,AF018544.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00366,AB088987.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,Eubacterium
Otu00367,AF030452.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu00368,DQ394661.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00369,AJ408961.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00370,X84440.1,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu00371,AY434722.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00372,AJ400261.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00373,AJ609624.1,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcaceae_unclassified
Otu00374,AY347313.1,Firmicutes,Bacilli,Lactobacillales,Lactobacillales_unclassified,Lactobacillales_unclassified
Otu00375,AF092548.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00378,AB034015.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00381,AY169419.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00382,EF686530.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Otu00383,AY212756.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00385,AY487928.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00386,AJ306755.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00390,AF227826.1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Otu00391,AY212760.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00392,AM275406.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00393,U81761.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00395,U81762.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00396,AF202057.1,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified
Otu00399,AF202259.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00401,AJ408993.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00402,AF227826.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00403,AJ312386.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00405,AF358114.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00409,AJ550617.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00411,AF028352.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Incertae_Sedis
Otu00415,AB089009.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00417,AF432140.1,Firmicutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified
Otu00422,AY854281.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00425,AB175381.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00428,AB306661.1,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacterineae,Coriobacteriaceae
Otu00436,AF050582.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00440,AB210825.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00441,AF317386.1,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
Otu00443,AJ629069.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00444,AY854335.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00445,AY854309.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00446,AY373357.1,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified
Otu00447,U43570.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00451,AJ576348.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00456,AJ009493.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00458,AB015268.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00461,AB034007.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,uncultured
Otu00464,AY532583.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00465,AJ408958.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu00466,AY239469.1,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified
Otu00470,AJ131149.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00475,X79048.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00478,EF032672.1,Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified
Otu00481,AB210825.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00482,AB040497.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00484,AJ012604.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00492,EF510383.1,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella
Otu00493,EU622660.1,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified
Otu00497,AJ229202.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00499,AF028352.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00501,AB093546.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00507,DQ100445.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00511,AJ306753.1,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_unclassified
Otu00513,AJ581354.1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu00515,EF603945.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00519,AJ576354.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00529,AY854319.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00538,AF411592.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00542,AF287780.1,Firmicutes,Clostridia,Clostridia_unclassified,Clostridia_unclassified,Clostridia_unclassified
Otu00544,AF275915.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00546,AY185325.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00547,AJ270471.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Incertae_Sedis
Otu00552,X76746.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
Otu00553,AY278623.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00559,AY854351.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00562,DQ456434.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00568,AB274493.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00569,AJ290755.1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurellaceae_unclassified
Otu00577,AF016691.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00578,X71853.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00580,EF400347.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00586,AB013835.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00593,AJ427446.1,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Otu00594,AY244960.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Otu00604,AB088966.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00606,AF088900.1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu00608,AF385564.1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified
Otu00612,Y17820.1,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Flacklamia
Otu00621,AJ576350.1,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified
Otu00624,AY244921.1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified
Otu00633,AF129863.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified
Otu00636,AJ400264.1,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified
Otu00651,AJ408989.1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
Otu00671,AY158021.1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu00678,AB244774.1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu00680,AJ853621.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00684,AF157056.1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
Otu00692,AY434722.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00695,AF028350.1,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
Otu00701,AY854351.1,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified
Otu00716,AY038994.1,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera
Otu00724,AJ298291.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
Otu00726,AB037875.1,Firmicutes,Clostridia,Clostridiales,Family_XIII_Incertae_Sedis,Family_XIII_Incertae_Sedis_unclassified
Otu00754,DQ456425.1,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu00821,X72865.1,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonellaceae_unclassified
